Index	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
T30236983	0.789709081	0.792307231	0.705638869	0.094282454	-6020	8676	-8425	-7546	-9111	9567631704	-8346986564	-1383543530	3091621739	8692860185	8/6/1984	5/11/1994	1	1	40	66	11	15
T30236984	0.347375847	0.215613548	0.537579696	0.949794964	220	6344	-4158	2846	9585	-7716588583	-5240731991	-5980982344	2640100077	-4975999665	5/30/1986	10/11/1989	1	1	496	120	1	1
T30236985	0.696129439	0.385214222	0.655204078	0.665411809	2309	4004	-7324	817	-3971	-3627212403	9483824771	6347582832	2884796168	-1781163401	1/21/1991	5/23/1987	1	1	451	453	5	8
T30236986	0.195408574	0.773508489	0.660523725	0.064742182	-6951	3733	-3933	3284	9185	-4559753068	2490603420	2425445213	-2562149057	8316377897	9/4/1985	3/14/1987	1	1	260	531	3	13
T30236987	0.648662437	0.422990095	0.305939455	0.154652434	-8910	9281	-5589	9435	-5295	4159766155	193993336	-4657118923	2286135361	-9290080890	1/22/1988	5/7/1987	1	1	60	109	1	1
T30236988	0.439740137	0.312692538	0.63549906	0.595499641	-7400	5919	-7236	2291	2717	-6561070386	5395771934	6658085921	8940069258	9576224432	7/16/1986	12/30/1990	1	1	531	550	1	2
T30236989	0.80080083	0.103317502	0.621521727	0.124991405	-9949	-1962	-4151	-6160	1345	-4683528964	6003036128	-2665537353	-2739427365	5397324358	1/28/1989	9/16/1991	2	1	706	340	1	1
T30236990	0.633960464	0.020422048	0.483177291	0.819620602	3491	3670	6737	-6084	6815	-4210655753	9766299908	6216804196	-4134629378	-3120155337	12/16/1996	11/27/1991	2	1	705	304	1	1
T30236991	0.775696117	0.95670666	0.008272709	0.390290535	-1643	511	-1907	5099	-3295	3519454842	-9609507260	-5919861135	653471734	5813578863	7/29/1991	5/13/1985	2	2	706	701	6	1
T30236992	0.371955579	0.615242675	0.201017723	0.296677124	7741	-320	-1659	-7203	3187	-8864861078	8920231330	-6891925323	5330226863	-1360561467	10/1/1993	5/21/1991	1	1	515	451	1	3
T30236993	0.670281277	0.007604106	0.409917647	0.64561126	-9488	-3407	-2816	5644	-6308	-7386982385	783652872	-798510473	8801254874	9190934346	7/1/1983	7/15/1990	1	1	575	196	2	2
T30236994	0.372500923	0.271808587	0.85008512	0.636726987	7344	-1225	-1622	9441	-9100	1151558345	8133927514	4871864268	9298634403	-2888647607	1/28/1985	1/9/1992	1	1	255	377	5	9
T30236995	0.437718001	0.471252632	0.649549868	0.548709808	-9809	-6935	7124	-9666	441	-4209612856	1637781946	9155801888	1678458849	3757189891	9/13/1988	8/26/1990	1	1	136	506	7	13
T30236996	0.011086749	0.770073489	0.771024685	0.043455289	-1552	-494	2286	3597	-1905	-9624243714	-7307590525	6708755218	3191726604	-4028777894	12/18/1987	9/8/1992	1	2	590	702	5	14
T30236997	0.173604732	0.025837745	0.31486444	0.886882015	-7212	-9061	3553	-5900	-1238	-159878349	1234003230	7489454209	5819749202	9919163366	7/25/1990	10/12/1988	1	1	544	28	4	8
T30236998	0.13260191	0.5417697	0.697018002	0.0280467	2610	3291	-7272	2519	-2524	-1932893831	2999207892	-2382923525	-1147490019	-4024521559	8/11/1982	12/9/1992	1	1	158	488	9	11
T30236999	0.356959782	0.875592209	0.021546365	0.085714575	-7557	-9325	5392	-2395	686	-810281020	-8472697699	-4354078102	-2359126741	9740422278	11/21/1995	8/26/1995	1	1	15	445	4	1
T30237000	0.340117795	0.879030517	0.261522032	0.363269087	-3501	7709	4097	8862	9733	6393586132	-173465997	-5612897314	-5175763693	927268141	3/8/1984	4/27/1989	2	1	710	176	1	13
T30237001	0.021895068	0.39389108	0.94118945	0.721669639	1381	-8746	2566	3907	-9104	8722545786	-131592437	6775540106	1954745928	-4664693911	1/4/1991	4/14/1996	6	1	901	71	8	2
T30237002	0.436581235	0.691637186	0.321488888	0.247546715	-2320	-6029	3846	-2899	-1968	2565934578	-3422688623	-6229240919	-5837425595	7202463545	10/21/1983	10/18/1990	2	1	704	526	1	6
T30237003	0.693223207	0.749513706	0.553421437	0.484492346	-7435	-2715	-1593	-6807	-5755	690937124	8645340874	4059398030	-5130338198	-5947210964	6/26/1980	3/8/1994	1	1	308	87	2	3
T30237004	0.106615413	0.307329952	0.231099679	0.886280258	-5406	-6647	-8773	-7828	6254	7702206810	8047996538	6228024502	4439717783	8603237746	10/22/1984	9/3/1990	1	1	169	192	1	1
T30237005	0.387708911	0.494543055	0.354539724	0.38259235	5667	5494	-9652	8579	-157	6200039059	2969121129	1474860436	-6336597331	870334382	4/28/1992	10/14/1992	1	1	242	277	9	1
T30237006	0.379976565	0.057882117	0.19182914	0.375742182	5695	-8271	2240	8623	-9978	-8026851903	6467504529	5562135896	4303678417	-7133021575	10/2/1991	12/25/1990	1	1	411	556	9	1
T30237007	0.665742666	0.638463962	0.069900018	0.935888198	6986	1676	-1948	7373	-8345	-8161076841	-8803059986	-867875586	9314529885	-2339485881	11/11/1988	6/26/1996	1	1	51	380	1	2
T30237008	0.32986904	0.677687915	0.395644032	0.480054319	5787	9253	6758	4813	-7681	-3615215202	-7258147291	-384718337	5107606628	8824867568	1/26/1990	5/27/1991	2	1	705	130	7	6
T30237009	0.593072312	0.263032908	0.737336316	0.30857966	7759	-4932	8978	-6576	-6609	9553864116	7493600542	1285549102	-1302669332	-9535194261	11/18/1985	12/24/1991	3	4	764	811	2	8
T30237010	0.849378209	0.979620651	0.315817375	0.899496467	-5081	393	-6534	-1551	-1317	-1549456734	2185347348	-3125445718	642135320	-5138785526	7/18/1987	7/19/1991	2	1	708	301	1	3
T30237011	0.34488557	0.305889106	0.798420834	0.978274663	-8556	4230	-5897	-9736	9243	-2253130199	9509966559	-1012273242	2160989063	-1342414204	9/28/1988	8/18/1987	1	2	397	704	10	14
T30237012	0.171500834	0.371767131	0.179904143	0.778865095	9699	131	339	-235	4553	7759295999	3466279825	-4341913291	-1401586780	-1081774326	7/11/1982	2/15/1993	1	1	496	115	1	1
T30237013	0.083551568	0.323059118	0.509501696	0.05927684	-2616	2204	7905	1900	-2736	2637486743	-1756651202	-6500626806	3802536380	-1497958354	7/14/1988	1/1/1994	1	2	491	702	1	3
T30237014	0.252214517	0.96841871	0.367035414	0.002082549	-7424	97	-7377	-4733	9532	3194082948	-2970264274	-7761670503	337173056	-6172642954	9/1/1992	11/25/1988	2	1	702	362	7	2
T30237015	0.876963556	0.56707458	0.074829008	0.08803392	-403	3104	5950	7281	-1511	-2804393583	-9146846274	-3888392532	4139827773	-8255252506	5/23/1992	10/10/1994	1	1	54	119	7	1
T30237016	0.954554074	0.230936321	0.018534747	0.193650885	9855	-3118	3906	-5011	4768	7683285271	-6035090370	-5346192754	7318206682	-4846588851	11/2/1994	6/7/1991	1	1	189	80	10	7
T30237017	0.931866521	0.100264108	0.74052031	0.981333392	6031	-8251	3726	-3933	-4612	-5427748135	9219597684	-7897500135	9667894016	-6580303593	2/5/1984	7/30/1995	1	1	65	295	1	1
T30237018	0.66705487	0.029255651	0.945453632	0.573942418	-6535	6895	-2690	-5855	-380	-905965911	8639141044	2358911190	1127921093	-2224487868	9/7/1987	9/2/1988	1	1	130	413	2	11
T30237019	0.799561971	0.901800921	0.875693208	0.756458653	3967	5772	6833	-6426	152	4611043193	-2222423174	-1698945700	7085162396	-483721932	8/10/1983	3/8/1989	1	1	570	31	3	1
T30237020	0.968176123	0.304575582	0.260501798	0.155601399	8693	6811	-1183	-733	-2935	7831902026	6267199198	2078699898	-6522407870	-4082234621	10/14/1994	8/30/1990	1	1	184	3	1	10
T30237021	0.73706409	0.558078495	0.676011293	0.998621405	7435	6342	-7860	-2414	8280	8589849373	-7146350855	-4124313936	-7514162025	1666150697	2/8/1990	7/10/1987	1	1	277	44	8	3
T30237022	0.6412268	0.31546807	0.460818627	0.542820576	-7536	9400	-5250	-8006	3819	-7528488309	-6117588294	1508043277	-4897223967	68817694	2/2/1993	10/29/1987	1	1	422	216	1	1
T30237023	0.570882378	0.16867302	0.136815786	0.51972559	283	4663	4741	-8520	3296	-1095163933	7637042996	-8374457498	72108621	5764004808	1/26/1989	1/10/1987	1	2	398	709	19	1
T30237024	0.485281628	0.331315099	0.080342354	0.726855667	3748	-2460	-7472	-8158	-2210	-5437422708	9918797444	-1308892104	-3312493277	7879862279	10/25/1986	10/7/1991	1	1	289	124	1	10
T30237025	0.568834423	0.40466333	0.970987023	0.985937083	765	285	8374	-6924	-4653	5511920235	3271858037	-4044186911	-8873884664	3914740110	2/6/1992	12/10/1989	1	1	590	374	4	4
T30237026	0.606632652	0.514658135	0.501682936	0.208455957	7942	-5028	9509	-9337	-1445	9723947501	9467555057	-5608641607	-9129171648	-4651036716	3/26/1985	3/8/1996	1	1	399	361	2	2
T30237027	0.761180532	0.772115911	0.192846793	0.346367401	-475	-1115	8819	-1012	-2530	-3692739264	-1808193799	6605690925	-5248903743	3233737366	2/26/1989	3/3/1989	1	1	361	366	4	1
T30237028	0.952289733	0.583226431	0.756358028	0.627639351	7297	7568	9927	6583	8864	5778415524	6535658328	-6733209420	-1819366272	4177143804	5/27/1985	12/18/1989	1	1	36	347	1	6
T30237029	0.515262296	0.854246093	0.327090035	0.237521144	-4871	-6283	-852	8575	-6985	-5691937273	-8984934043	-6085808912	8353278236	-3817033435	4/22/1990	8/27/1987	1	1	30	480	2	5
T30237030	0.416340224	0.002798657	0.526940604	0.489493283	8885	-1047	-4798	-7343	1926	9840076688	2788283368	-1121293308	4720102303	9922504741	7/22/1987	4/14/1990	2	1	703	373	1	1
T30237031	0.36704295	0.642276475	0.774009092	0.969792805	-6398	1805	-6922	-6389	-6836	-4476648344	-8495712061	3065432432	6993853840	1928264225	12/19/1990	6/20/1991	1	1	79	124	1	7
T30237032	0.799637941	0.128911846	0.615958208	0.093095942	9360	6765	4999	-8059	-8087	6328166511	2334841769	5019050748	4179471807	-6062518789	4/10/1988	5/30/1989	1	2	238	708	9	1
T30237033	0.776153174	0.398853963	0.553465322	0.796258628	894	4839	-5316	6916	-8388	-8325650501	5614438576	-9483389477	4890993882	-4928096485	5/11/1983	5/21/1992	1	1	551	18	9	7
T30237034	0.229958764	0.622735014	0.371324761	0.605536024	8366	3582	6570	-1819	5486	-7716161875	-7619374569	8450352936	1264928609	6481657736	5/15/1991	6/26/1990	1	1	336	511	8	1
T30237035	0.57638623	0.613850801	0.425919211	0.816148689	4162	-4784	7456	1175	1719	7074724540	-398615271	-8897038694	-4516058425	-1611611257	7/2/1984	3/1/1990	1	1	576	82	21	1
T30237036	0.954874995	0.423083315	0.098371424	0.64904789	6144	6432	-1991	-5721	-7109	-5369467062	2084754187	-5347300200	8800608120	-4536355613	1/31/1990	6/5/1992	2	1	704	114	2	4
T30237037	0.486755078	0.309175013	0.776443409	0.735953592	4796	-2947	-4365	-3608	-9092	619904172	-7339476264	444705457	3392283685	761206929	4/22/1990	4/18/1991	3	2	753	705	1	1
T30237038	0.747433139	0.63310651	0.084755068	0.40832622	7879	3023	-2693	-3425	-1897	-1018001138	9460924840	8726427782	9603519792	5787427079	7/8/1988	2/17/1993	1	2	531	708	1	2
T30237039	0.972182872	0.526524994	0.755010978	0.157331134	8593	-4621	-9185	-2007	-6435	-5635976638	-3336180874	-1511954391	-8359869021	2464386301	3/22/1981	8/10/1995	1	1	31	433	7	3
T30237040	0.795011789	0.406241423	0.805884789	0.427998808	-2884	-4034	-9006	-6377	-6876	2294772604	-8123653520	-7560981382	-3020825731	18124640	12/27/1990	10/25/1987	1	1	564	204	20	1
T30237041	0.994712107	0.869914441	0.134677716	0.317779618	3608	8444	-7260	8577	6171	6920062501	1868771372	-9005701270	-9822264722	6061593683	10/17/1981	5/24/1992	1	1	104	1	1	7
T30237042	0.42811147	0.993860457	0.250208769	0.52778392	7148	-646	-773	-7525	-287	8486898069	9849087760	5050141392	-9258532162	-265634194	1/2/1986	6/26/1990	2	1	709	558	21	1
T30237043	0.022035887	0.290339992	0.192181176	0.16830509	6944	-416	8554	-8171	-2958	-1413847310	-2357936627	-7308832685	5968983232	9501749809	3/6/1991	10/26/1991	1	1	491	296	2	2
T30237044	0.448436371	0.940763981	0.356141639	0.13699544	-9130	-3917	-3506	1450	6425	-2593215129	5373925801	5239015193	2196743718	4508047443	8/3/1980	8/31/1986	3	1	767	327	20	1
T30237045	0.754596956	0.642748641	0.072874753	0.431176029	-2291	-816	-843	5167	6811	631460659	1813335357	4056256717	3584602599	1942641329	5/12/1986	4/11/1990	6	1	901	69	3	7
T30237046	0.65428919	0.924970903	0.294368033	0.433947028	6805	-4438	-4117	-6972	1649	6787496642	-335630499	557398487	6300126586	9168573332	11/2/1989	12/20/1994	1	1	128	181	2	6
T30237047	0.718080258	0.904304782	0.875954472	0.583127589	8485	7497	4757	8598	-4854	-7911407662	-573454486	-306462364	-6075043513	1964004696	3/13/1991	9/25/1983	1	2	245	702	10	2
T30237048	0.326110006	0.82500079	0.492484661	0.621040414	8225	-1215	-8628	-6232	-8133	-5446453538	-2387201382	1356548160	4573388344	3855054873	1/29/1987	10/4/1993	1	1	521	308	2	1
T30237049	0.395819078	0.31015011	0.627500453	0.880676954	-7085	-5620	-5224	6560	-231	1759715166	-9951855372	5194297765	-741616513	-2935313815	1/10/1991	10/8/1992	1	1	436	98	1	1
T30237050	0.843106163	0.789609228	0.563158368	0.842713983	3369	4277	-938	-1402	8239	-8972829957	9970408818	-6130615887	5515581	5470654514	1/16/1990	3/1/1989	1	1	593	163	1	3
T30237051	0.539288239	0.049216561	0.335074383	0.419859211	5230	-9294	8470	2256	-296	7278814367	336140834	2539652060	-175567584	959330814	11/20/1985	1/9/1993	1	2	269	709	21	1
T30237052	0.028064502	0.25232052	0.36573495	0.801374214	-6076	-2451	9851	9133	-6134	-8636942180	6415729226	4731375018	-8985330884	7517717672	3/7/1990	5/19/1991	2	2	701	702	3	2
T30237053	0.44740744	0.751028203	0.825788619	0.723296012	-7307	3999	8465	-583	-911	4832006450	233013462	-8103805884	5272357534	-1827264172	4/26/1987	3/5/1985	1	1	497	68	1	1
T30237054	0.287726354	0.21978125	0.285018293	0.605412706	-5881	-5358	3021	4507	-231	-9127813266	-6718013955	1603423367	2430815674	-3025594712	1/6/1984	12/31/1986	1	1	584	360	11	3
T30237055	0.023236827	0.860232294	0.062533901	0.442011544	7296	-4840	3349	-8363	3337	-9857937124	1877298486	1915322205	4375686619	-2025858964	5/26/1985	6/28/1992	1	2	20	710	1	5
T30237056	0.495084113	0.443528779	0.380724453	0.955378416	6321	-919	-399	-9687	-3784	-9580141478	9230307995	8913216525	-4863526785	-2639143728	1/3/1992	12/29/1987	1	1	395	291	1	7
T30237057	0.721487955	0.701945611	0.728252628	0.243065166	1701	3021	1802	-8019	5111	4064179305	7992276592	377991381	-6043955936	-3461646981	10/6/1985	4/16/1989	1	1	115	522	1	2
T30237058	0.136142043	0.248785767	0.580527009	0.200486162	5146	2223	-3460	4243	-7877	-5277931956	5943993108	7627739898	7750029263	-2410232325	3/22/1992	7/17/1986	1	2	313	704	9	4
T30237059	0.22795155	0.710501063	0.768630903	0.955532658	1893	-44	-1394	7093	-257	9024986044	6336231607	-2102880390	-7486910861	7500247405	11/19/1993	10/30/1991	1	1	351	550	5	5
T30237060	0.41823972	0.968615185	0.49052128	0.77598596	479	3371	-9471	-2222	-8512	-6548485420	1126586956	8774654165	-2219478658	-8493219943	6/10/1986	7/3/1989	2	1	710	10	6	9
T30237061	0.016703763	0.755031462	0.417671429	0.313881813	-8232	6902	3310	4372	-9521	-2545284954	-6890532217	-302149214	6307185828	2913273348	11/1/1984	6/1/1991	1	2	294	710	8	1
T30237062	0.06876921	0.47459065	0.56779643	0.548666896	9998	-8797	-6005	-3763	2872	9105859907	1088038466	6700139165	4266850329	-1314834316	12/11/1993	5/4/1989	1	1	361	203	10	1
T30237063	0.212468551	0.805332354	0.299124155	0.179094894	592	-9091	6617	-5160	8458	-8693423531	6461824546	-3461978502	-9650447503	-8075451688	2/25/1986	2/22/1991	1	1	57	334	1	3
T30237064	0.002304147	0.535954997	0.446537862	0.189160787	-5345	-2585	2046	-9197	-9921	2227534841	3496780463	1091732115	6059889241	7723783116	9/25/1988	10/6/1996	1	1	131	414	1	14
T30237065	0.702517152	0.985416855	0.527715196	0.734201566	-7061	3825	-5969	6657	70	8634636577	7111593320	5007082488	-7070942884	-2878034963	6/18/1983	12/2/1992	1	1	468	235	1	2
T30237066	0.870401465	0.458159562	0.159903895	0.662807657	3227	-5787	1183	-8318	-14	8200577281	3329669074	-6849162523	-1895526118	8935868352	5/21/1988	2/2/1990	1	1	131	43	1	4
T30237067	0.305326582	0.05448668	0.564674683	0.870242577	6134	5502	5549	2208	-5600	322697570	-4985424420	3312541950	-2451475553	-253090478	1/3/1990	4/25/1989	1	1	439	571	11	9
T30237068	0.643455499	0.195262509	0.662049017	0.6078221	-3102	4049	5358	-1764	8598	3463977072	7351644356	-7753206911	-7520761545	-3029996431	1/10/1984	1/6/1989	1	1	86	354	13	5
T30237069	0.042909831	0.869342775	0.38013048	0.826227918	8448	-7105	7871	8970	-261	-2682944089	-6323618232	-3174804062	-1392400443	-4006620079	1/1/1989	10/10/1990	3	2	767	709	1	11
T30237070	0.201371956	0.485327473	0.855863656	0.847094503	7825	-6685	1268	-2282	-5107	-690224710	3255702559	2453181232	3463878046	-36371108	7/26/1986	8/3/1996	2	1	709	399	3	1
T30237071	0.230857571	0.447548113	0.891811654	0.660886574	1172	-5114	-3033	2845	9192	-1584920907	2511085057	-5498238913	4620225504	-5107554353	1/28/1992	7/23/1999	1	1	339	431	1	3
T30237072	0.663847295	0.496530935	0.897202137	0.876286805	7910	2463	8911	8963	-3387	2502253472	-8363479444	5943660592	-6265901196	-4775463564	4/10/1995	12/21/1987	1	1	268	355	2	1
T30237073	0.146067843	0.908291355	0.770608088	0.118725505	-185	-626	-6024	2519	-8342	-2374157747	9104779539	-8356738286	9872520338	-6135321602	1/20/1984	11/1/1990	1	2	529	704	8	1
T30237074	0.738786486	0.180115952	0.594250629	0.236052721	-5634	1573	-3495	-2207	5423	-6144200110	8708650791	-7673713928	6304808254	-4625497315	7/21/1982	6/13/1993	1	1	318	8	9	7
T30237075	0.272150864	0.492094326	0.083640552	0.858880882	2172	-8553	1815	-1570	8124	-6286140053	-1204343319	1951269272	-1539627729	-1948530314	7/28/1991	1/9/1991	1	1	211	427	3	9
T30237076	0.202540339	0.791227329	0.876155296	0.44280764	8435	-5423	4110	7884	3430	926064925	-5408112837	542279882	3539107059	-6424827264	12/18/1980	4/6/1988	1	1	360	173	1	2
T30237077	0.548425766	0.244318548	0.508280172	0.727745712	4761	6238	-4728	-4526	827	-7712178856	-1507131380	-9841291223	-9054127831	-1563643194	5/29/1993	1/11/1989	1	1	20	547	1	1
T30237078	0.426681535	0.854641875	0.387018877	0.519146141	-6785	-3069	-7414	-6507	2932	7096390254	1411560323	6031046782	921316007	-7600699830	5/24/1989	12/31/1990	1	1	370	352	3	3
T30237079	0.448993329	0.257105825	0.018758036	0.305852222	3333	2725	1436	8255	2332	-1825860752	5843374073	-4103957012	-1661248570	-1109614145	2/10/1984	4/13/1994	3	2	758	705	11	6
T30237080	0.627540532	0.479370281	0.164167795	0.708453985	-2561	5495	-1439	-6918	6904	-8539010717	-7069668931	68795089	-51527495	9630189827	6/15/1987	4/9/1997	1	1	236	271	3	2
T30237081	0.635694322	0.267006615	0.825847812	0.944167308	-287	3117	717	-5910	6146	2774626120	-2546267238	689891323	7068261806	539956495	10/21/1982	10/3/1995	1	1	250	600	1	1
T30237082	0.93125391	0.378473107	0.436569761	0.734811614	-5878	5544	6196	4922	-1284	5010202700	-932962040	-2968019991	8339640348	8328096074	3/31/1987	3/18/1991	1	1	275	566	5	12
T30237083	0.99838844	0.4033014	0.893059321	0.690958888	-176	565	2198	-8706	-3633	8718112858	7230515001	-8528663452	-8477528022	8333246379	12/11/1985	9/7/1988	1	2	101	707	1	1
T30237084	0.014529329	0.375736387	0.848287034	0.301389646	-6619	4960	7925	2333	-1810	-510894184	-6883206020	9716119379	204961729	-6046576199	8/13/1991	10/14/1989	1	1	319	229	6	1
T30237085	0.25351357	0.399556118	0.696244396	0.321946683	-7238	-2250	9778	4700	5847	-9885112833	-4184919867	7797373055	2781035359	-8245961201	4/21/1988	1/17/1993	1	2	207	701	1	1
T30237086	0.207408427	0.403015896	0.69573137	0.424780724	-2488	-3727	567	-5974	-3102	-2247725588	1739623736	1274038429	1299274830	5509158953	9/30/1990	1/8/1993	1	1	38	48	2	1
T30237087	0.889923684	0.951275927	0.294426524	0.753684121	-2068	-1351	-945	-4414	4943	5905019966	6075118266	3554429954	1391968868	1322745661	11/17/1981	1/20/1994	1	1	328	131	5	15
T30237088	0.026356655	0.389324037	0.954709318	0.218905703	-4092	880	-1675	1873	9617	-4620776769	6303928812	-5062797836	-4269929535	-9724546239	6/9/1989	3/17/1989	3	1	758	259	6	1
T30237089	0.788698655	0.270835098	0.031453378	0.254582498	-8171	9313	-9878	7274	-5081	4654525900	2741858881	-6946284874	-7312441630	-5901115692	6/24/1991	2/28/1993	2	1	704	259	7	1
T30237090	0.502425176	0.006434559	0.749676709	0.975065793	601	-5233	4507	8446	9618	-7248329799	5577270315	6339918548	6144757945	-9027433257	5/30/1984	6/7/1994	6	1	901	313	6	7
T30237091	0.831170824	0.354014029	0.257981781	0.010902218	236	-4895	-5630	3748	-2812	7445200172	5561011624	-5574749138	-5760393790	-5249884934	3/30/1984	10/2/1986	1	1	266	195	1	3
T30237092	0.276993599	0.277488132	0.373535507	0.951024438	-5134	-2220	-2489	851	-1485	-2452945095	6745386181	-2607166955	-2831617713	8792013019	12/10/1992	11/11/1993	1	1	134	437	12	1
T30237093	0.88709948	0.598977482	0.230620569	0.683370564	-2788	-4943	6537	9941	7622	-4284346806	4879109166	6727180983	-6969490880	5608105361	5/3/1993	12/14/1987	1	1	548	4	6	1
T30237094	0.595618702	0.055993932	0.244918576	0.362420073	14	-8128	6476	1061	-4561	9798380974	44535055	-3588542029	5705206236	-1615505164	9/30/1984	3/10/1983	1	2	239	706	1	1
